address,max_floor_lvl,year_completed,residential,commercial,market_hawker,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,postal,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_food_stalls,hawker_market_stalls
"610, BEDOK RESERVOIR RD",4,1981,Y,N,N,N,N,28,0,0,20,8,0,0,0,0,0,0,0,0,470610,1.330848791,103.9122149,Bedok,2006.628492,,,,323.5930205,1,1,3,36,75
"104, BISHAN ST 12",4,1985,Y,N,N,N,N,24,0,0,16,8,0,0,0,0,0,0,0,0,570104,1.345675021,103.8480329,Bishan,499.2615675,1,1,2,807.3188343,,3,7,28,32
"415, BT BATOK WEST AVE 4",4,1986,Y,Y,N,N,N,16,0,0,10,6,0,0,0,0,0,0,0,0,650415,1.363268779,103.7466107,Bukit Batok,1470.961759,,,5,2407.730137,,,,60,87
"639, BT BATOK CTRL",16,1989,Y,Y,N,N,N,48,0,0,0,12,36,0,0,0,0,0,0,0,650639,1.349256023,103.7520374,Bukit Batok,351.0850166,1,1,2,1722.034727,,,1,60,87
"161, BT MERAH CTRL",4,1980,Y,Y,N,N,N,57,0,0,52,3,1,0,0,0,0,0,1,0,150161,1.283912294,103.8160061,Bukit Merah,1242.162567,,,5,124.1247047,2,6,16,57,0
"9A, BOON TIONG RD",40,2014,Y,N,N,N,N,156,0,0,0,78,78,0,0,0,0,0,0,0,162009,1.286827152,103.8286595,Bukit Merah,171.6445899,1,2,16,176.3920672,3,6,17,30,0
"513, CHOA CHU KANG ST 51",14,1993,Y,N,N,N,N,52,0,0,0,0,52,0,0,0,0,0,0,0,680513,1.389761246,103.7424825,Choa Chu Kang,285.4592481,1,3,7,3567.027484,,,,28,45
"328, UBI AVE 1",4,1985,Y,N,N,N,N,16,0,0,8,8,0,0,0,0,0,0,0,0,400328,1.32756438,103.904805,Geylang,1473.706829,,,5,806.7682588,,1,5,42,71
"804, HOUGANG CTRL",3,1986,Y,Y,N,N,N,14,0,0,12,2,0,0,0,0,0,0,0,0,530804,1.371151281,103.8944737,Hougang,104.0650573,2,2,6,1349.356848,,,3,40,0
"174A, HOUGANG AVE 1",13,2013,Y,N,N,N,N,166,0,19,70,0,0,0,0,77,0,0,0,0,531174,1.349599528,103.88875,Hougang,1169.428089,,,3,522.5439086,,1,2,51,120
"668, HOUGANG AVE 8",4,1987,Y,N,N,N,N,12,0,0,0,0,0,12,0,0,0,0,0,0,530668,1.373480335,103.8835811,Hougang,519.4307553,,2,6,175.912807,1,1,2,40,0
"104, JLN DUSUN",4,1980,Y,N,N,N,N,24,0,0,0,24,0,0,0,0,0,0,0,0,320104,1.328425305,103.8441424,Novena,258.9686281,2,5,6,1078.809364,,,10,40,108
"412, PASIR RIS DR 6",13,1989,Y,N,N,N,N,96,0,0,0,72,24,0,0,0,0,0,0,0,510412,1.373383143,103.9550971,Pasir Ris,605.0231005,,2,4,415.5106574,1,1,1,42,0
"212B, PUNGGOL WALK",16,2013,Y,N,N,N,N,120,0,0,60,60,0,0,0,0,0,0,0,0,822212,1.400404239,103.8994843,Punggol,733.0115583,,1,6,3364.012321,,,,40,0
"209B, PUNGGOL PL",16,2013,Y,N,N,N,N,105,0,0,30,75,0,0,0,0,0,0,0,0,822209,1.399730514,103.9009354,Punggol,754.4311102,,2,6,3394.560772,,,,40,0
"213C, PUNGGOL WALK",16,2013,Y,N,N,N,N,105,0,0,0,45,60,0,0,0,0,0,0,0,823213,1.400598495,103.8989202,Punggol,742.6840246,,1,6,3348.266483,,,,40,0
"178B, RIVERVALE CRES",18,2013,Y,N,N,N,N,170,0,0,0,170,0,0,0,0,0,0,0,0,542178,1.388546893,103.910034,Sengkang,704.1079618,,3,5,3369.160849,,,,40,0
"433A, SENGKANG WEST WAY",27,2013,Y,Y,N,N,N,123,0,0,50,73,0,0,0,0,0,0,0,0,791433,1.394949473,103.877567,Sengkang,427.182943,1,1,4,2292.375074,,,,40,0
"432A, SENGKANG WEST WAY",27,2013,Y,Y,N,N,N,119,0,0,23,96,0,0,0,0,0,0,0,0,791432,1.394750476,103.8772023,Sengkang,392.1309103,1,1,3,2282.177847,,,,40,0
"184, TOA PAYOH CTRL",4,1971,Y,Y,N,N,N,27,0,0,21,6,0,0,0,0,0,0,0,0,310184,1.332590009,103.8496777,Toa Payoh,292.734514,1,3,7,347.249052,1,5,9,10,80
"886A, WOODLANDS DR 50",16,2013,Y,N,N,N,N,120,0,0,60,60,0,0,0,0,0,0,0,0,731886,1.438291516,103.7946129,Woodlands,148.8510729,1,5,6,710.6317355,,1,2,43,0
"306, WOODLANDS ST 31",4,1988,Y,Y,N,N,N,28,0,0,2,1,10,10,0,0,0,0,5,0,730306,1.42992992,103.7746366,Woodlands,693.0743777,,1,3,707.268609,,1,2,70,0
"275, BT BATOK EAST AVE 4",4,1985,Y,Y,N,N,N,16,0,0,12,4,0,0,0,0,0,0,0,0,650275,1.348136253,103.7583142,Bukit Batok,1058.739623,,,3,2160.907661,,,,84,95
"144, JLN BT MERAH",11,1981,Y,N,N,N,N,100,0,0,80,20,0,0,0,0,0,0,0,0,160144,1.277305432,103.8299556,Bukit Merah,1060.239062,,,8,529.3251495,,2,18,28,96
"10A, BOON TIONG RD",40,2014,Y,N,N,N,N,228,0,0,76,152,0,0,0,0,0,0,0,0,160010,1.286358471,103.8296262,Bukit Merah,274.9393026,1,2,16,186.0705242,3,6,17,30,0
"570, CHOA CHU KANG ST 52",13,2013,Y,N,N,N,N,108,0,10,24,24,0,0,0,50,0,0,0,0,680570,1.394201265,103.7444652,Choa Chu Kang,258.889107,2,3,7,3576.354184,,,,28,45
"573, CHOA CHU KANG ST 52",13,2013,Y,N,N,N,N,100,0,3,8,44,0,0,0,45,0,0,0,0,680573,1.394416826,103.7454326,Choa Chu Kang,322.2124638,3,3,7,3495.183125,,,,28,45
"318, HOUGANG AVE 5",4,1982,Y,N,N,N,N,24,0,0,16,8,0,0,0,0,0,0,0,0,530318,1.365665004,103.8962031,Hougang,545.6198032,,2,4,1355.956369,,,3,65,118
"622, HOUGANG AVE 8",4,1985,Y,N,N,N,N,24,0,0,0,0,0,24,0,0,0,0,0,0,530622,1.370059831,103.8828232,Hougang,724.8109652,,1,7,539.5464419,,1,5,40,0
"183A, BOON LAY AVE",16,2013,Y,N,N,N,N,120,0,0,0,90,30,0,0,0,0,0,0,0,641183,1.34861717,103.7097336,Jurong West,393.0202747,1,1,5,506.5964841,,2,2,72,94
"183D, BOON LAY AVE",16,2013,Y,N,N,N,N,90,0,0,0,30,60,0,0,0,0,0,0,0,644183,1.349090733,103.7090427,Jurong West,485.7743093,1,1,4,597.7587083,,1,2,72,94
"41, JLN BAHAGIA",2,1959,Y,N,N,N,N,8,0,0,8,0,0,0,0,0,0,0,0,0,320041,1.327014021,103.8565706,Novena,1114.727352,,,10,460.93,2,4,11,80,12
"135, PASIR RIS ST 11",9,1993,Y,N,N,N,N,44,0,0,0,0,0,44,0,0,0,0,0,0,510135,1.364542328,103.9574724,Pasir Ris,820.7279202,,1,5,1184.792109,,,1,42,0
"463B, SEMBAWANG DR",23,2013,Y,Y,N,N,N,132,0,0,44,88,0,0,0,0,0,0,0,0,752463,1.455998695,103.8139717,Sembawang,1054.462947,,,2,2291.944006,,,,43,0
"178C, RIVERVALE CRES",18,2013,Y,N,N,N,N,102,0,0,0,102,0,0,0,0,0,0,0,0,543178,1.388732701,103.9106605,Sengkang,655.573827,,2,5,3440.74159,,,,40,0
"426A, YISHUN AVE 11",13,2013,Y,N,N,N,N,120,0,3,0,24,72,0,0,21,0,0,0,0,761426,1.423080827,103.8464194,Yishun,805.2339039,,1,3,257.2684499,1,1,1,45,0
"347A, YISHUN AVE 11",16,2013,Y,N,N,N,N,146,0,0,28,88,30,0,0,0,0,0,0,0,761347,1.427939244,103.842677,Yishun,575.7241501,,2,3,422.485452,1,1,2,45,0
"488, SEGAR RD",15,2013,Y,N,N,N,N,138,0,115,23,0,0,0,0,0,0,0,0,0,670488,1.389526709,103.771409,Bukit Panjang,611.9297203,,2,5,1250.015484,,,1,28,45
"766, CHOA CHU KANG NTH 5",14,1995,Y,N,N,N,N,80,0,0,0,54,26,0,0,0,0,0,0,0,680766,1.393594979,103.7496962,Choa Chu Kang,517.4427807,,3,7,3045.295757,,,,28,45
"572, CHOA CHU KANG ST 52",13,2013,Y,N,N,N,N,108,0,5,12,48,0,0,0,43,0,0,0,0,680572,1.393717621,103.7453038,Choa Chu Kang,286.1700952,2,4,7,3468.793827,,,,28,45
"574, CHOA CHU KANG ST 52",13,2013,Y,N,N,N,N,168,0,7,24,72,0,0,0,65,0,0,0,0,680574,1.394414902,103.7451427,Choa Chu Kang,323.8557397,3,3,7,3522.848478,,,,28,45
"183C, BOON LAY AVE",16,2013,Y,N,N,N,N,120,0,0,0,90,30,0,0,0,0,0,0,0,643183,1.348652357,103.709098,Jurong West,452.2611035,1,1,5,560.030632,,1,2,72,94
"517A, JURONG WEST ST 52",16,1998,Y,N,N,N,N,90,0,0,0,30,60,0,0,0,0,0,0,0,641517,1.345317617,103.7212543,Jurong West,984.2371849,,1,3,575.7727993,,2,5,60,130
"61, JLN TENTERAM",2,1959,Y,N,N,N,N,9,0,0,9,0,0,0,0,0,0,0,0,0,320061,1.327971102,103.8575727,Novena,1225.666061,,,10,603.9185907,,4,11,80,12
"265A, PUNGGOL WAY",17,2013,Y,N,N,N,N,128,0,3,0,32,32,0,0,61,0,0,0,0,821265,1.405666869,103.8987156,Punggol,400.895884,1,1,4,3824.25702,,,,40,0
"47, STIRLING RD",2,1963,Y,N,N,N,N,6,0,0,0,6,0,0,0,0,0,0,0,0,140047,1.298202805,103.8020236,Queenstown,1099.70443,,,6,469.8728092,1,3,8,40,0
"463C, SEMBAWANG DR",23,2013,Y,N,N,N,N,132,0,0,0,132,0,0,0,0,0,0,0,0,753463,1.456235091,103.8142922,Sembawang,1056.026654,,,2,2334.916533,,,,43,0
"451A, SENGKANG WEST WAY",24,2013,Y,N,N,N,N,120,0,0,0,80,40,0,0,0,0,0,0,0,791451,1.394349194,103.8740538,Sengkang,396.3290995,1,2,3,2363.617333,,,,40,0
"316, SERANGOON AVE 2",4,1984,Y,N,N,N,N,8,0,0,0,0,0,8,0,0,0,0,0,0,550316,1.353011337,103.8664718,Serangoon,653.0686284,,1,3,1165.592436,,,4,46,36
"454, TAMPINES ST 42",11,1987,Y,N,N,N,N,50,0,0,0,0,0,0,50,0,0,0,0,0,520454,1.357298223,103.9550064,Tampines,1146.10828,,,8,1712.164832,,,3,42,0
"332, WOODLANDS AVE 1",4,1985,Y,N,N,N,N,16,0,0,0,16,0,0,0,0,0,0,0,0,730332,1.429746748,103.7791349,Woodlands,421.9347403,1,1,4,427.9032161,1,1,2,70,0
"348D, YISHUN AVE 11",16,2013,Y,N,N,N,N,154,0,0,28,98,28,0,0,0,0,0,0,0,764348,1.426926621,103.842897,Yishun,690.3387074,,2,3,322.5363941,1,1,2,45,0
"426C, YISHUN AVE 11",13,2013,Y,N,N,N,N,96,0,4,0,24,24,0,0,44,0,0,0,0,763426,1.422716492,103.8469637,Yishun,823.5866199,,1,3,327.1520247,1,1,1,45,0
"336B, YISHUN ST 31",15,2013,Y,N,N,N,N,98,0,0,28,70,0,0,0,0,0,0,0,0,762336,1.43137338,103.8443314,Yishun,354.9300354,1,2,3,718.3490629,,1,2,45,0
"426D, YISHUN AVE 11",13,2013,Y,N,N,N,N,120,0,1,0,24,72,0,0,23,0,0,0,0,764426,1.423122016,103.8474982,Yishun,898.0226104,,1,3,341.9335664,1,1,1,45,0
"336C, YISHUN ST 31",15,2013,Y,N,N,N,N,98,0,0,0,28,70,0,0,0,0,0,0,0,763336,1.431840547,103.8441335,Yishun,311.1211605,1,2,3,772.1675685,,1,2,45,0
"11, JLN BT MERAH",4,1986,Y,Y,N,N,N,21,0,0,21,0,0,0,0,0,0,0,0,0,150011,1.286621904,103.8089633,Bukit Merah,405.5589982,2,3,4,96.22493442,2,4,11,96,48
"486, SEGAR RD",15,2013,Y,N,N,N,N,126,0,0,42,84,0,0,0,0,0,0,0,0,670486,1.389240608,103.7716208,Bukit Panjang,582.5628964,,2,5,1216.53892,,,1,28,45
"487, SEGAR RD",15,2013,Y,N,N,N,N,98,0,0,42,56,0,0,0,0,0,0,0,0,670487,1.389173071,103.7711062,Bukit Panjang,571.4314323,,2,5,1214.710852,,,1,28,45
"166A, TECK WHYE CRES",24,2013,Y,N,N,N,N,149,0,84,65,0,0,0,0,0,0,0,0,0,681166,1.383293601,103.7530259,Choa Chu Kang,364.3076183,1,3,11,2229.975652,,,,28,45
"717, CLEMENTI WEST ST 2",25,1980,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,120717,1.303234409,103.7624648,Clementi,407.6656094,1,1,4,204.792568,1,2,5,60,135
"183B, BOON LAY AVE",16,2013,Y,N,N,N,N,120,0,0,0,90,30,0,0,0,0,0,0,0,642183,1.34809658,103.7094114,Jurong West,390.3418405,1,1,5,493.608061,1,1,2,72,94
"40, JLN BAHAGIA",2,1959,Y,N,N,N,N,6,0,0,6,0,0,0,0,0,0,0,0,0,320040,1.327290541,103.8562177,Novena,1076.105362,,,10,477.2447538,2,4,11,80,12
"265C, PUNGGOL WAY",17,2013,Y,N,N,N,N,64,0,0,0,32,32,0,0,0,0,0,0,0,823265,1.40499729,103.8985186,Punggol,443.0581245,1,1,4,3748.441421,,,,40,0
"265B, PUNGGOL WAY",17,2013,Y,N,N,N,N,64,0,0,0,32,32,0,0,0,0,0,0,0,822265,1.405199693,103.8986626,Punggol,420.3800603,1,1,4,3775.697351,,,,40,0
"463A, SEMBAWANG DR",22,2013,Y,N,N,N,N,168,0,126,42,0,0,0,0,0,0,0,0,0,751463,1.455598437,103.8140452,Sembawang,1013.829721,,,2,2263.559951,,,,43,0
"167, WOODLANDS ST 11",5,1984,Y,Y,N,N,N,17,0,0,2,1,6,8,0,0,0,0,0,0,730167,1.433593706,103.7758841,Woodlands,429.964934,1,1,3,444.829879,1,1,2,70,0
"426B, YISHUN AVE 11",13,2013,Y,N,N,N,N,72,0,0,0,72,0,0,0,0,0,0,0,0,762426,1.422721485,103.8463669,Yishun,773.7067445,,1,3,286.40181,1,1,1,45,0
"428B, YISHUN AVE 11",13,2013,Y,N,N,N,N,96,0,0,0,72,24,0,0,0,0,0,0,0,762428,1.422078154,103.8472334,Yishun,805.4826171,,1,3,400.4226227,1,1,1,45,0
"485, SEGAR RD",15,2013,Y,Y,N,N,N,166,0,0,110,56,0,0,0,0,0,0,0,0,670485,1.388681324,103.7713126,Bukit Panjang,517.9513524,,2,5,1158.061807,,,1,28,45
"545, HOUGANG AVE 8",4,1991,Y,N,N,N,N,8,0,0,0,0,0,8,0,0,0,0,0,0,530545,1.378133197,103.8917308,Hougang,451.6212515,1,3,7,1039.407339,,,1,40,0
"265D, PUNGGOL WAY",17,2013,Y,N,N,N,N,64,0,0,0,32,32,0,0,0,0,0,0,0,824265,1.40482605,103.8983017,Punggol,472.4487594,1,1,4,3720.513954,,,,40,0
"452B, SENGKANG WEST WAY",23,2013,Y,N,N,N,N,117,0,0,0,78,39,0,0,0,0,0,0,0,792452,1.3935922,103.8739756,Sengkang,336.6572645,1,2,3,2291.651105,,,,40,0
"452A, SENGKANG WEST WAY",23,2013,Y,N,N,N,N,132,0,0,0,88,44,0,0,0,0,0,0,0,791452,1.39354732,103.874486,Sengkang,296.1865569,1,2,3,2262.967048,,,,40,0
"501, SERANGOON NTH AVE 4",14,1992,Y,N,N,N,N,76,0,0,0,0,76,0,0,0,0,0,0,0,550501,1.374183912,103.8761056,Serangoon,406.7607654,1,1,8,765.9343753,,1,4,40,0
"396, TAMPINES AVE 7",12,1993,Y,N,N,N,N,66,0,0,0,22,44,0,0,0,0,0,0,0,520396,1.355670338,103.9564348,Tampines,1265.644894,,,8,1725.402889,,,2,45,99
"782A, WOODLANDS CRES",16,2013,Y,N,N,N,N,90,0,0,0,30,60,0,0,0,0,0,0,0,731782,1.447466503,103.8026613,Woodlands,539.5438984,,2,4,840.2548814,,1,1,43,0
"117, MARSILING RISE",4,1984,Y,N,N,N,N,8,0,0,0,0,0,8,0,0,0,0,0,0,730117,1.438154706,103.7801109,Woodlands,514.9037815,,3,4,510.5806649,,2,2,70,0
"348A, YISHUN AVE 11",16,2013,Y,Y,N,N,N,140,0,0,28,98,14,0,0,0,0,0,0,0,761348,1.427353081,103.8412192,Yishun,629.3786052,,2,3,499.1970456,1,1,2,45,0
"347B, YISHUN AVE 11",16,2013,Y,N,N,N,N,142,0,0,28,100,14,0,0,0,0,0,0,0,762347,1.427495093,103.8423771,Yishun,618.3063705,,2,3,407.8307471,1,1,2,45,0
"348C, YISHUN AVE 11",16,2013,Y,N,N,N,N,112,0,0,28,70,14,0,0,0,0,0,0,0,763348,1.42714143,103.8422313,Yishun,655.1159048,,2,3,393.971477,1,1,2,45,0
"59, NEW UPP CHANGI RD",2,1977,Y,Y,N,N,N,6,0,0,6,0,0,0,0,0,0,0,0,0,461059,1.324058986,103.9406956,Bedok,928.6295444,,1,5,136.3453963,1,4,9,48,147
"152, BISHAN ST 11",4,1987,Y,Y,N,N,N,17,0,0,9,8,0,0,0,0,0,0,0,0,570152,1.345657203,103.8546414,Bishan,852.6994562,,1,3,589.3931415,,2,7,80,77
"353, BT BATOK ST 34",4,1985,Y,N,N,N,N,8,0,0,0,0,0,8,0,0,0,0,0,0,650353,1.361749564,103.7497987,Bukit Batok,1281.208949,,,3,2432.920784,,,,60,87
"218, BT BATOK ST 21",4,1984,Y,N,N,N,N,28,0,0,0,0,0,28,0,0,0,0,0,0,650218,1.347295765,103.754196,Bukit Batok,658.7226112,,1,5,1886.351727,,,1,60,87
"571, CHOA CHU KANG ST 52",13,2013,Y,N,N,N,N,108,0,11,60,0,0,0,0,37,0,0,0,0,680571,1.393950952,103.7449276,Choa Chu Kang,270.2616216,2,4,7,3517.937555,,,,28,45
"134, TECK WHYE LANE",15,1991,Y,N,N,N,N,56,0,0,0,0,0,56,0,0,0,0,0,0,680134,1.380266095,103.7509568,Choa Chu Kang,169.527561,1,3,10,2400.100918,,,,28,45
"41, CIRCUIT RD",18,1994,Y,N,N,N,N,44,0,0,0,5,39,0,0,0,0,0,0,0,370041,1.327205686,103.8862674,Geylang,1174.12922,,,6,124.9877743,3,4,8,16,43
"348, JURONG EAST AVE 1",3,1984,Y,Y,N,N,N,8,0,0,8,0,0,0,0,0,0,0,0,0,600348,1.344566434,103.7310696,Jurong East,1596.605188,,,4,104.6899406,1,2,4,56,169
"542, JURONG WEST AVE 1",4,1984,Y,N,N,N,N,48,0,0,0,48,0,0,0,0,0,0,0,0,640542,1.351600429,103.7156194,Jurong West,675.7509157,,1,4,379.6094578,1,2,4,60,130
"937, JURONG WEST ST 91",4,1988,Y,N,N,N,N,8,0,0,0,0,0,8,0,0,0,0,0,0,640937,1.342453658,103.6900883,Jurong West,777.3080607,,1,3,2552.611166,,,,72,94
"266C, PUNGGOL WAY",17,2014,Y,Y,N,N,N,112,0,0,48,64,0,0,0,0,0,0,0,0,823266,1.405154198,103.8978052,Punggol,512.978518,,1,4,3727.948313,,,,40,0
"590A, MONTREAL LINK",16,2013,Y,Y,N,N,N,114,0,60,54,0,0,0,0,0,0,0,0,0,751590,1.450355732,103.8266549,Sembawang,834.3507446,,2,2,2073.500323,,,,56,123
"451B, SENGKANG WEST WAY",24,2013,Y,N,N,N,N,135,0,0,0,90,45,0,0,0,0,0,0,0,792451,1.394298934,103.8745474,Sengkang,363.1383541,1,2,3,2336.053135,,,,40,0
"326A, ANCHORVALE RD",16,2013,Y,Y,N,N,N,87,0,0,0,57,30,0,0,0,0,0,0,0,541326,1.394914173,103.8880001,Sengkang,837.0223141,,1,6,2279.349277,,,,40,0
"860A, TAMPINES AVE 5",4,1987,Y,N,N,N,N,16,0,0,0,10,6,0,0,0,0,0,0,0,521860,1.35546108,103.9386503,Tampines,329.952529,2,5,5,325.6210444,1,1,2,42,0
"85, LOR 4 TOA PAYOH",2,1971,Y,Y,N,N,N,10,0,0,10,0,0,0,0,0,0,0,0,0,312085,1.336285352,103.848443,Toa Payoh,477.8478939,1,1,6,279.1352133,3,6,8,28,32
"780B, WOODLANDS CRES",16,2013,Y,N,N,N,N,135,0,90,45,0,0,0,0,0,0,0,0,0,732780,1.44894246,103.8010163,Woodlands,483.3083549,1,1,3,976.1560026,,1,1,43,0
"782D, WOODLANDS CRES",16,2014,Y,N,N,N,N,135,0,0,30,75,30,0,0,0,0,0,0,0,734782,1.448173952,103.8030354,Woodlands,610.007304,,2,4,926.7358277,,1,1,43,0
"782B, WOODLANDS CRES",16,2013,Y,N,N,N,N,90,0,0,0,30,60,0,0,0,0,0,0,0,732782,1.447469801,103.8032271,Woodlands,598.5546723,,2,4,858.8251507,,1,1,43,0
"122, MARSILING RISE",4,1984,Y,N,N,N,N,8,0,0,0,0,0,8,0,0,0,0,0,0,730122,1.439166197,103.7796586,Woodlands,625.2307491,,3,4,596.4626158,,2,2,52,112
"348B, YISHUN AVE 11",16,2013,Y,N,N,N,N,112,0,0,28,56,28,0,0,0,0,0,0,0,762348,1.427278132,103.84198,Yishun,637.6297151,,2,3,425.2808833,1,1,2,45,0
"316B, YISHUN AVE 9",15,2014,Y,N,N,N,N,112,0,0,56,56,0,0,0,0,0,0,0,0,762316,1.432869321,103.8426976,Yishun,123.3753899,1,2,3,916.2854383,,1,2,45,0
"347, ANG MO KIO AVE 3",2,1977,Y,Y,N,N,N,6,0,0,6,0,0,0,0,0,0,0,0,0,561347,1.367325322,103.8489231,Ang Mo Kio,233.529946,1,2,4,355.3008681,1,6,10,32,86
"633, BEDOK RESERVOIR RD",15,1992,Y,N,N,N,N,56,0,0,0,0,0,56,0,0,0,0,0,0,410633,1.330388938,103.9052209,Bedok,1724.909057,,,3,1040.345684,,,4,36,75
"139, BISHAN ST 12",4,1987,Y,N,N,N,N,16,0,0,0,10,6,0,0,0,0,0,0,0,570139,1.345247006,103.8526922,Bishan,722.2215194,,1,2,578.2607768,,2,8,80,77
"546B, SEGAR RD",17,2014,Y,N,N,N,N,96,0,0,0,64,32,0,0,0,0,0,0,0,672546,1.388794537,103.7698918,Bukit Panjang,544.4406812,,2,5,1197.700228,,,1,28,45
"687, HOUGANG ST 61",4,1986,Y,N,N,N,N,16,0,0,8,8,0,0,0,0,0,0,0,0,530687,1.37622545,103.8850729,Hougang,460.6948011,1,3,7,276.1128357,1,1,2,40,0
"196B, BOON LAY DR",17,2014,Y,N,N,N,N,96,0,0,0,64,32,0,0,0,0,0,0,0,642196,1.34278861,103.7143014,Jurong West,445.6104681,1,2,5,319.2109524,1,2,4,72,94
"266B, PUNGGOL WAY",17,2014,Y,N,N,N,N,112,0,0,48,64,0,0,0,0,0,0,0,0,822266,1.405574739,103.8979257,Punggol,489.0579624,1,1,4,3775.582945,,,,40,0
"266D, PUNGGOL WAY",17,2013,Y,N,N,N,N,64,0,0,0,32,32,0,0,0,0,0,0,0,824266,1.404939601,103.8980368,Punggol,495.6002648,1,1,4,3718.265017,,,,40,0
"591A, MONTREAL LINK",15,2013,Y,N,N,N,N,111,0,56,54,0,0,1,0,0,0,0,0,0,751591,1.450756278,103.8262367,Sembawang,804.1267609,,2,2,2121.637587,,,,56,123
"592B, MONTREAL LINK",17,2014,Y,N,N,N,N,96,0,0,0,96,0,0,0,0,0,0,0,0,752592,1.450663888,103.8276019,Sembawang,945.0737158,,1,2,2102.222267,,,,56,123
"593A, MONTREAL LINK",16,2013,Y,N,N,N,N,135,0,0,30,105,0,0,0,0,0,0,0,0,751593,1.451547161,103.8279075,Sembawang,1009.017467,,,2,2199.316053,,,,56,123
"592C, MONTREAL LINK",17,2014,Y,N,N,N,N,112,0,0,0,112,0,0,0,0,0,0,0,0,753592,1.450939321,103.8280705,Sembawang,1003.843398,,,2,2132.028338,,,,56,123
"780E, WOODLANDS CRES",16,2013,Y,N,N,N,N,119,0,0,0,119,0,0,0,0,0,0,0,0,735780,1.44800009,103.8017004,Woodlands,471.8870113,1,2,4,878.0487187,,1,1,43,0
"797, YISHUN RING RD",4,1986,Y,N,N,N,N,24,0,0,24,0,0,0,0,0,0,0,0,0,760797,1.419197045,103.8335943,Yishun,860.7179564,,1,3,1417.049907,,,2,45,0
"424D, YISHUN AVE 11",13,2013,Y,N,N,N,N,108,0,0,24,84,0,0,0,0,0,0,0,0,764424,1.422829664,103.8492234,Yishun,1036.965666,,,3,524.1241724,,1,1,45,0
"335C, YISHUN ST 31",15,2013,Y,N,N,N,N,98,0,0,0,28,70,0,0,0,0,0,0,0,763335,1.43248777,103.8443674,Yishun,313.7065548,1,1,3,840.6795562,,1,2,45,0
"336A, YISHUN ST 31",15,2013,Y,N,N,N,N,98,0,0,28,70,0,0,0,0,0,0,0,0,761336,1.431299393,103.8446753,Yishun,392.1311838,1,1,3,707.274998,,1,2,45,0
"338, ANG MO KIO AVE 1",2,1977,Y,Y,N,N,N,3,0,0,2,0,0,0,0,0,0,0,1,0,560338,1.363895702,103.848987,Ang Mo Kio,610.0814621,,2,4,80.18505917,1,4,10,32,86
"722, ANG MO KIO AVE 8",2,1980,Y,Y,N,N,N,3,0,0,3,0,0,0,0,0,0,0,0,0,560722,1.37224394,103.8475293,Ang Mo Kio,176.4153422,2,2,2,117.1177745,1,4,9,45,78
"546A, SEGAR RD",17,2013,Y,Y,N,N,N,96,0,0,0,64,32,0,0,0,0,0,0,0,671546,1.38852629,103.7703529,Bukit Panjang,505.4912449,,2,5,1157.559055,,,1,28,45
"672, HOUGANG AVE 8",4,1986,Y,N,N,N,N,32,0,0,16,16,0,0,0,0,0,0,0,0,530672,1.372568278,103.8840382,Hougang,614.908869,,2,6,288.7643673,1,1,2,40,0
"471A, UPP SERANGOON CRES",18,2014,Y,N,N,N,N,156,0,0,24,132,0,0,0,0,0,0,0,0,531471,1.37814544,103.9017673,Hougang,799.0752776,,1,6,2124.26506,,,,40,0
"670, HOUGANG AVE 8",4,1987,Y,N,N,N,N,32,0,0,0,20,12,0,0,0,0,0,0,0,530670,1.373026896,103.8847732,Hougang,660.4142498,,3,6,293.150199,1,1,2,40,0
"197C, BOON LAY DR",17,2014,Y,N,N,N,N,60,0,0,0,30,30,0,0,0,0,0,0,0,643197,1.343403195,103.7136861,Jurong West,355.1408807,1,2,5,227.3242937,1,2,3,72,94
"313B, SUMANG LINK",16,2014,Y,N,N,N,N,89,0,0,0,45,44,0,0,0,0,0,0,0,822313,1.410239547,103.9021436,Punggol,421.7958554,1,1,2,4449.844088,,,,40,0
"592A, MONTREAL LINK",17,2013,Y,N,N,N,N,85,0,0,32,53,0,0,0,0,0,0,0,0,751592,1.450939391,103.8270877,Sembawang,900.0665831,,1,2,2134.845779,,,,56,123
"590B, MONTREAL LINK",17,2014,Y,N,N,N,N,95,0,0,31,64,0,0,0,0,0,0,0,0,752590,1.450086219,103.8270672,Sembawang,870.9504234,,2,2,2040.759874,,,,56,123
"326B, ANCHORVALE RD",16,2014,Y,N,N,N,N,89,0,0,0,45,44,0,0,0,0,0,0,0,542326,1.395311773,103.8880147,Sengkang,852.8985665,,1,6,2322.374309,,,,40,0
"327A, ANCHORVALE RD",16,2014,Y,N,N,N,N,120,0,5,0,30,0,0,0,85,0,0,0,0,541327,1.395256313,103.8886134,Sengkang,790.0994718,,1,7,2333.541733,,,,40,0
